epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,267.127,2.09038,1.51035,1.02633,0.82967,0.44672,0.51768,0.22236,2.20996,1.51765,1.05483,0.00089506,0.00089506,0.00089506
55,271.881,2.11286,1.53917,1.02182,0.79223,0.44111,0.49728,0.20639,2.26161,1.56802,1.06375,0.00089308,0.00089308,0.00089308
56,276.602,2.05834,1.44939,1.00543,0.85378,0.45797,0.53465,0.23443,2.17714,1.5065,1.04091,0.0008911,0.0008911,0.0008911
57,281.343,2.07658,1.48772,1.02026,0.6564,0.36049,0.42219,0.18187,2.33954,1.73772,1.08196,0.00088912,0.00088912,0.00088912
58,286.053,2.07574,1.49737,1.01287,0.89489,0.44102,0.51647,0.22322,2.18335,1.52163,1.04378,0.00088714,0.00088714,0.00088714
59,290.814,2.08141,1.48233,1.02063,0.82152,0.4638,0.52708,0.20125,2.27958,1.47349,1.0625,0.00088516,0.00088516,0.00088516
60,295.594,2.07001,1.45115,1.0071,0.8468,0.46597,0.54385,0.24836,2.09171,1.42157,1.03547,0.00088318,0.00088318,0.00088318
61,300.5,2.08701,1.48141,1.01758,0.89894,0.4521,0.53417,0.23609,2.13791,1.46621,1.03771,0.0008812,0.0008812,0.0008812
62,305.292,2.04454,1.46519,1.00898,0.86804,0.47424,0.55784,0.24827,2.1391,1.4477,1.04127,0.00087922,0.00087922,0.00087922
63,310.054,2.04053,1.42918,1.02,0.82967,0.48342,0.56201,0.2541,2.10353,1.4212,1.03121,0.00087724,0.00087724,0.00087724
64,315.274,2.05351,1.43045,1.01116,0.89613,0.4636,0.57299,0.2571,2.08372,1.42627,1.01825,0.00087526,0.00087526,0.00087526
65,320.233,2.04007,1.47542,0.99656,0.86646,0.46799,0.55277,0.24459,2.1444,1.45601,1.03525,0.00087328,0.00087328,0.00087328
66,325.089,2.04465,1.42498,1.0015,0.87069,0.47117,0.55894,0.24833,2.12834,1.40698,1.03441,0.0008713,0.0008713,0.0008713
67,330.05,2.03118,1.43279,1.00422,0.84101,0.48605,0.58371,0.26954,2.09886,1.43581,1.03226,0.00086932,0.00086932,0.00086932
68,334.994,2.04808,1.42338,0.99891,0.89087,0.48063,0.5736,0.25717,2.13728,1.4014,1.03964,0.00086734,0.00086734,0.00086734
69,339.782,2.00227,1.40452,0.9958,0.8573,0.47766,0.55237,0.24343,2.15052,1.39316,1.03089,0.00086536,0.00086536,0.00086536
70,344.579,2.01976,1.37733,1.00721,0.66984,0.43101,0.49037,0.19164,2.31316,1.61224,1.06745,0.00086338,0.00086338,0.00086338
71,349.447,1.99498,1.36457,1.00054,0.86384,0.47943,0.57237,0.26402,2.0901,1.40216,1.0295,0.0008614,0.0008614,0.0008614
72,354.289,2.02687,1.38991,1,0.84097,0.48492,0.5753,0.25783,2.10835,1.41265,1.03576,0.00085942,0.00085942,0.00085942
73,358.959,2.03403,1.40793,1.01394,0.85565,0.50405,0.5944,0.2601,2.1393,1.38625,1.03301,0.00085744,0.00085744,0.00085744
74,363.517,1.9925,1.36205,0.99366,0.81573,0.48908,0.56459,0.24594,2.1627,1.41372,1.03387,0.00085546,0.00085546,0.00085546
75,368.087,2.01501,1.38064,0.99742,0.82243,0.4862,0.57189,0.24906,2.16908,1.36868,1.04046,0.00085348,0.00085348,0.00085348
76,372.742,2.00579,1.38123,1.00207,0.86661,0.49587,0.6009,0.28171,2.05973,1.33326,1.01357,0.0008515,0.0008515,0.0008515
77,377.56,1.98602,1.37022,0.99155,0.83557,0.50696,0.59384,0.25806,2.12069,1.34624,1.02983,0.00084952,0.00084952,0.00084952
78,382.4,1.97527,1.33086,0.99467,0.87171,0.48143,0.58387,0.26279,2.08776,1.37215,1.02229,0.00084754,0.00084754,0.00084754
79,387.184,2.00207,1.33726,0.98811,0.81953,0.49629,0.59431,0.26985,2.07211,1.35889,1.02239,0.00084556,0.00084556,0.00084556
80,391.965,2.01021,1.34782,1.00211,0.811,0.5033,0.59241,0.24959,2.15668,1.41543,1.03948,0.00084358,0.00084358,0.00084358
81,396.89,1.98704,1.37411,0.98751,0.85671,0.50194,0.60111,0.26963,2.09787,1.32389,1.02216,0.0008416,0.0008416,0.0008416
82,401.606,1.97497,1.33488,0.99059,0.84308,0.51086,0.60965,0.27158,2.08646,1.34092,1.01646,0.00083962,0.00083962,0.00083962
83,406.331,1.93061,1.2897,0.99117,0.79963,0.51052,0.60025,0.2617,2.13572,1.31874,1.02534,0.00083764,0.00083764,0.00083764
84,411.583,1.99456,1.34544,0.98559,0.82833,0.51585,0.61186,0.28176,2.0702,1.30822,1.01563,0.00083566,0.00083566,0.00083566
85,416.396,2.00006,1.32616,0.98999,0.8186,0.51126,0.61486,0.28609,2.06201,1.32028,1.02134,0.00083368,0.00083368,0.00083368
86,421.268,1.97237,1.30489,0.99205,0.82501,0.50764,0.60143,0.2596,2.17452,1.35703,1.03307,0.0008317,0.0008317,0.0008317
87,425.97,1.97041,1.31319,0.987,0.8533,0.50856,0.61683,0.28168,2.07761,1.34115,1.02016,0.00082972,0.00082972,0.00082972
88,430.662,1.97386,1.31303,0.99587,0.83863,0.47212,0.57587,0.25205,2.15123,1.35582,1.03455,0.00082774,0.00082774,0.00082774
89,435.392,1.98338,1.31224,0.98393,0.85035,0.50677,0.5977,0.26703,2.10679,1.32496,1.0238,0.00082576,0.00082576,0.00082576
90,440.061,1.94826,1.29432,0.98404,0.7996,0.51048,0.60359,0.27395,2.10237,1.32465,1.01991,0.00082378,0.00082378,0.00082378
91,444.772,1.93732,1.27626,0.98152,0.8622,0.5018,0.60852,0.27698,2.05418,1.30637,1.01511,0.0008218,0.0008218,0.0008218
92,449.53,1.96149,1.28149,0.98343,0.8154,0.48595,0.60178,0.25953,2.15274,1.35461,1.03253,0.00081982,0.00081982,0.00081982
93,454.232,1.90196,1.24053,0.97621,0.81976,0.50317,0.60395,0.26835,2.08743,1.31665,1.02087,0.00081784,0.00081784,0.00081784
94,458.895,1.90276,1.25158,0.97392,0.81546,0.52461,0.6115,0.26907,2.10686,1.3008,1.0247,0.00081586,0.00081586,0.00081586
95,463.604,1.96281,1.30831,0.98814,0.8337,0.50792,0.618,0.26752,2.14583,1.2974,1.03211,0.00081388,0.00081388,0.00081388
96,468.35,1.91101,1.25653,0.97828,0.85617,0.51798,0.63422,0.29341,2.04323,1.26095,1.01543,0.0008119,0.0008119,0.0008119
97,473.252,1.90765,1.22995,0.98096,0.81025,0.5389,0.62501,0.28601,2.07472,1.2633,1.01459,0.00080992,0.00080992,0.00080992
98,478.032,1.92309,1.24552,0.97382,0.86897,0.52531,0.6271,0.28803,2.08413,1.25766,1.01577,0.00080794,0.00080794,0.00080794
99,482.821,1.97717,1.30123,0.98604,0.81589,0.50605,0.60013,0.27165,2.089,1.32968,1.02252,0.00080596,0.00080596,0.00080596
100,487.618,1.90105,1.23006,0.97471,0.75373,0.52363,0.61157,0.26017,2.15167,1.32136,1.02622,0.00080398,0.00080398,0.00080398
101,492.539,1.89168,1.22658,0.96962,0.80746,0.53737,0.63229,0.2828,2.0851,1.24746,1.01544,0.000802,0.000802,0.000802
102,497.318,2.01231,1.34423,0.98566,0.80039,0.49878,0.59158,0.26018,2.13102,1.35704,1.02504,0.00080002,0.00080002,0.00080002
103,502.011,1.92075,1.25447,0.97541,0.83592,0.53412,0.63459,0.28515,2.08162,1.24895,1.01335,0.00079804,0.00079804,0.00079804
104,507.019,1.86443,1.21235,0.96583,0.8295,0.53712,0.65046,0.29015,2.05194,1.22855,1.01889,0.00079606,0.00079606,0.00079606
105,511.812,1.92876,1.24459,0.98445,0.81272,0.53672,0.63183,0.28445,2.0844,1.29669,1.01783,0.00079408,0.00079408,0.00079408
106,516.632,1.9211,1.24238,0.96544,0.8509,0.53526,0.65193,0.297,2.04278,1.25133,1.01119,0.0007921,0.0007921,0.0007921
107,521.906,1.86886,1.18051,0.97425,0.84411,0.5286,0.64856,0.29942,2.03615,1.24798,1.01066,0.00079012,0.00079012,0.00079012
108,526.879,1.9127,1.20958,0.98073,0.82072,0.53169,0.64532,0.27688,2.13199,1.24472,1.01584,0.00078814,0.00078814,0.00078814
109,531.586,1.88711,1.20367,0.97136,0.83646,0.54626,0.66073,0.3028,2.01238,1.23845,1.00388,0.00078616,0.00078616,0.00078616
110,536.546,1.9293,1.23251,0.99063,0.84717,0.55773,0.67386,0.31043,2.00545,1.21251,1.00295,0.00078418,0.00078418,0.00078418
111,541.56,1.85293,1.18689,0.96671,0.84315,0.55177,0.64748,0.28898,2.03902,1.20443,1.00908,0.0007822,0.0007822,0.0007822
112,546.348,1.93169,1.23988,0.9848,0.79007,0.53601,0.63407,0.26872,2.11714,1.29771,1.02087,0.00078022,0.00078022,0.00078022
113,551.122,1.87052,1.19724,0.96881,0.83353,0.56199,0.67153,0.30914,2.02118,1.20641,1.00692,0.00077824,0.00077824,0.00077824
114,555.935,1.88188,1.19816,0.98368,0.79323,0.56465,0.65361,0.2994,2.05804,1.21401,1.01361,0.00077626,0.00077626,0.00077626
115,560.845,1.87415,1.17577,0.96022,0.82588,0.5534,0.66309,0.31218,1.95621,1.18072,0.99619,0.00077428,0.00077428,0.00077428
116,565.743,1.85776,1.18469,0.96447,0.83516,0.57426,0.67119,0.29952,2.06103,1.22659,1.01291,0.0007723,0.0007723,0.0007723
117,570.477,1.87414,1.20412,0.96726,0.81834,0.53966,0.64357,0.28105,2.10951,1.28772,1.01842,0.00077032,0.00077032,0.00077032
118,575.261,1.84418,1.17843,0.9624,0.8444,0.57559,0.68701,0.31524,2.00896,1.20371,1.0022,0.00076834,0.00076834,0.00076834
119,580.21,1.85633,1.17504,0.96175,0.65977,0.47931,0.52005,0.17898,2.39188,1.52442,1.08416,0.00076636,0.00076636,0.00076636
120,584.974,1.86212,1.17316,0.97277,0.85017,0.56218,0.67318,0.29912,2.03527,1.227,1.0108,0.00076438,0.00076438,0.00076438
121,589.944,1.83563,1.12752,0.95555,0.82982,0.56178,0.67618,0.31389,1.98473,1.16871,0.9959,0.0007624,0.0007624,0.0007624
122,594.709,1.85341,1.16645,0.96385,0.83131,0.58216,0.68675,0.31287,2.00255,1.17513,0.99785,0.00076042,0.00076042,0.00076042
123,599.484,1.84705,1.15154,0.97649,0.83285,0.5601,0.67473,0.2907,2.09552,1.25411,1.0247,0.00075844,0.00075844,0.00075844
124,604.328,1.8625,1.18871,0.96975,0.80075,0.58233,0.67229,0.30129,2.05137,1.2053,1.00816,0.00075646,0.00075646,0.00075646
125,609.147,1.87853,1.20122,0.96266,0.83806,0.5753,0.67354,0.31076,2.01691,1.1892,1.00122,0.00075448,0.00075448,0.00075448
126,613.96,1.82183,1.14659,0.95982,0.81724,0.55786,0.66847,0.29436,2.07956,1.23243,1.01496,0.0007525,0.0007525,0.0007525
127,618.793,1.85496,1.15645,0.95767,0.84878,0.56755,0.69295,0.32179,1.99478,1.19682,0.99644,0.00075052,0.00075052,0.00075052
128,623.791,1.85922,1.16807,0.96538,0.81719,0.57567,0.67533,0.30786,2.04955,1.16678,1.00698,0.00074854,0.00074854,0.00074854
129,628.64,1.81743,1.15369,0.96069,0.82858,0.59618,0.68871,0.32324,1.99033,1.17678,0.99727,0.00074656,0.00074656,0.00074656
130,633.427,1.8635,1.17182,0.95732,0.81209,0.59333,0.70139,0.31716,2.03962,1.1899,1.01262,0.00074458,0.00074458,0.00074458
131,638.228,1.81789,1.14742,0.96005,0.8582,0.58676,0.69457,0.30298,2.06742,1.19308,1.01333,0.0007426,0.0007426,0.0007426
132,642.9,1.86313,1.15671,0.95345,0.81499,0.54495,0.65506,0.27667,2.10931,1.24407,1.01876,0.00074062,0.00074062,0.00074062
133,647.572,1.81321,1.13884,0.96193,0.84523,0.58622,0.69182,0.32222,2.01656,1.19461,1.00749,0.00073864,0.00073864,0.00073864
134,652.248,1.82679,1.15475,0.96018,0.7958,0.57823,0.6844,0.30278,2.03704,1.20147,1.00901,0.00073666,0.00073666,0.00073666
135,656.999,1.85989,1.17496,0.95835,0.79566,0.59977,0.69071,0.31498,2.00069,1.15917,0.99917,0.00073468,0.00073468,0.00073468
136,661.783,1.84783,1.16222,0.95877,0.84153,0.57723,0.6824,0.3136,2.02733,1.17452,0.99943,0.0007327,0.0007327,0.0007327
137,666.528,1.79491,1.11714,0.94889,0.86863,0.57807,0.69179,0.31909,2.00559,1.18657,0.99297,0.00073072,0.00073072,0.00073072
138,671.211,1.80801,1.11792,0.95304,0.84836,0.56732,0.67706,0.305,2.02521,1.1729,1.00563,0.00072874,0.00072874,0.00072874
139,675.9,1.79983,1.11647,0.95621,0.8427,0.56156,0.67164,0.29156,2.07896,1.17738,1.01881,0.00072676,0.00072676,0.00072676
140,680.704,1.8253,1.13417,0.95846,0.83693,0.59632,0.70125,0.32249,1.99683,1.16786,0.99808,0.00072478,0.00072478,0.00072478
141,685.529,1.86753,1.17579,0.95871,0.84728,0.55959,0.68867,0.31365,2.03029,1.16188,0.99757,0.0007228,0.0007228,0.0007228
142,690.233,1.80122,1.11819,0.95575,0.8436,0.62653,0.72188,0.33017,1.989,1.13557,0.99448,0.00072082,0.00072082,0.00072082
143,695.37,1.79638,1.10571,0.95959,0.821,0.59415,0.69703,0.32083,1.99509,1.15835,1.00256,0.00071884,0.00071884,0.00071884
144,700.1,1.76969,1.09416,0.94591,0.83844,0.59835,0.71426,0.32371,1.98524,1.14031,0.99478,0.00071686,0.00071686,0.00071686
145,704.795,1.77859,1.10181,0.95825,0.83541,0.57316,0.69228,0.31495,2.00951,1.12604,0.99893,0.00071488,0.00071488,0.00071488
146,709.449,1.77754,1.11012,0.9501,0.81078,0.60586,0.70517,0.32689,1.99577,1.09603,0.99839,0.0007129,0.0007129,0.0007129
147,714.185,1.79601,1.10313,0.95267,0.84121,0.59987,0.72195,0.33427,1.9678,1.10032,0.9901,0.00071092,0.00071092,0.00071092
148,719.103,1.77053,1.10388,0.94571,0.84333,0.57487,0.68832,0.30951,2.0251,1.16918,1.0037,0.00070894,0.00070894,0.00070894
149,723.799,1.76903,1.08456,0.9522,0.83199,0.58915,0.69923,0.32389,1.99232,1.12686,0.99896,0.00070696,0.00070696,0.00070696
150,728.581,1.78412,1.07921,0.93734,0.81483,0.59032,0.68957,0.3269,1.9654,1.15458,0.99466,0.00070498,0.00070498,0.00070498
151,733.375,1.77016,1.09473,0.94232,0.79529,0.60444,0.69379,0.31802,2.0059,1.14972,1.00059,0.000703,0.000703,0.000703
152,738.145,1.74251,1.06428,0.93892,0.84325,0.6119,0.71574,0.33931,1.95538,1.11602,0.9901,0.00070102,0.00070102,0.00070102
153,743.04,1.75418,1.08166,0.94323,0.8641,0.60538,0.72699,0.33545,1.95078,1.10313,0.98269,0.00069904,0.00069904,0.00069904
154,747.977,1.7899,1.10376,0.95027,0.85852,0.57227,0.68288,0.32496,1.95374,1.1482,0.99549,0.00069706,0.00069706,0.00069706
155,752.8,1.75948,1.05457,0.93886,0.85754,0.6032,0.71985,0.33915,1.94951,1.10869,0.98833,0.00069508,0.00069508,0.00069508
156,757.761,1.77423,1.07621,0.94516,0.82103,0.61455,0.71406,0.333,1.98031,1.12551,0.99473,0.0006931,0.0006931,0.0006931
157,762.552,1.7528,1.0798,0.93992,0.85,0.62444,0.7173,0.33254,1.98949,1.12893,0.99857,0.00069112,0.00069112,0.00069112
158,767.308,1.74715,1.05633,0.93637,0.79764,0.62134,0.72231,0.34125,1.93333,1.09527,0.9896,0.00068914,0.00068914,0.00068914
159,772.157,1.7728,1.07112,0.94946,0.84447,0.61034,0.72106,0.32365,2.0035,1.13566,0.99072,0.00068716,0.00068716,0.00068716
160,776.943,1.75849,1.05947,0.94277,0.84407,0.60533,0.72157,0.33771,1.96911,1.08562,0.9915,0.00068518,0.00068518,0.00068518
161,781.735,1.7475,1.05387,0.94992,0.82365,0.60389,0.71558,0.32635,2.02823,1.12947,1.00343,0.0006832,0.0006832,0.0006832
162,786.689,1.74922,1.05754,0.94744,0.84686,0.5945,0.71863,0.33004,1.99036,1.0996,0.99145,0.00068122,0.00068122,0.00068122
