               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,            0.076048,            0.013158,            0.011015,             0.79595,             0.44647,             0.48023,             0.19826,            0.068066,            0.011989,           0.0050769,            0.008682,            0.008682,            0.008682
                  77,            0.072842,            0.013888,           0.0089506,             0.78339,             0.44952,             0.46357,             0.18297,            0.069172,            0.012058,           0.0048069,           0.0086485,           0.0086485,           0.0086485
                  78,            0.072951,            0.013963,           0.0099343,             0.79369,             0.47347,             0.49536,             0.19943,              0.0686,            0.011868,           0.0043851,           0.0086146,           0.0086146,           0.0086146
                  79,            0.076981,            0.013651,           0.0099609,             0.83115,             0.46144,              0.4985,             0.20349,            0.068024,            0.011675,           0.0042529,           0.0085805,           0.0085805,           0.0085805
                  80,            0.074169,            0.013569,           0.0092018,             0.81906,             0.43186,              0.4851,             0.19096,             0.06837,             0.01181,           0.0041022,           0.0085459,           0.0085459,           0.0085459
                  81,            0.077247,            0.012683,            0.009075,             0.82774,             0.46385,             0.49887,             0.20266,            0.067891,            0.011332,            0.003735,           0.0085111,           0.0085111,           0.0085111
                  82,            0.076415,            0.013142,           0.0097914,             0.82081,              0.4614,             0.48792,             0.19849,             0.06791,            0.011542,           0.0037137,           0.0084759,           0.0084759,           0.0084759
                  83,            0.074512,            0.013659,           0.0092718,              0.8576,              0.4584,             0.49509,             0.19287,            0.067399,            0.011722,           0.0042873,           0.0084404,           0.0084404,           0.0084404
                  84,            0.075716,            0.014515,            0.010395,             0.79316,             0.44894,             0.49009,             0.19787,            0.067045,            0.011731,           0.0043137,           0.0084046,           0.0084046,           0.0084046
                  85,            0.070858,            0.013154,           0.0081255,             0.89636,             0.46392,             0.51261,             0.21123,            0.067738,            0.011373,           0.0033799,           0.0083684,           0.0083684,           0.0083684
                  86,            0.074451,            0.013717,           0.0083776,             0.84487,             0.46484,               0.506,             0.20391,             0.06758,            0.011329,           0.0032347,           0.0083319,           0.0083319,           0.0083319
                  87,            0.074651,            0.012766,           0.0084362,             0.87816,             0.48641,             0.53107,             0.22041,             0.06636,             0.01123,           0.0030814,           0.0082952,           0.0082952,           0.0082952
                  88,            0.072742,            0.012386,           0.0075967,             0.87467,             0.49087,             0.53749,             0.22243,            0.065831,            0.011112,           0.0030005,           0.0082581,           0.0082581,           0.0082581
                  89,            0.071615,            0.013598,           0.0080033,             0.86336,             0.48976,             0.53271,             0.21556,             0.06415,            0.011131,           0.0030797,           0.0082207,           0.0082207,           0.0082207
                  90,            0.074642,            0.013468,           0.0085748,             0.85464,             0.47401,             0.51652,             0.21838,            0.064484,            0.011235,           0.0030154,            0.008183,            0.008183,            0.008183
                  91,            0.074221,            0.012945,           0.0086475,             0.84309,             0.47648,             0.50702,             0.21375,            0.065036,             0.01131,           0.0033068,            0.008145,            0.008145,            0.008145
                  92,            0.075159,            0.012603,           0.0087062,             0.81845,             0.39615,             0.47242,             0.17545,            0.069124,            0.011896,            0.002882,           0.0081068,           0.0081068,           0.0081068
